Symbol,Date,50 vs 20 EMA Cross
DDBL,2024-03-31,DDBL - 2024-03-31 00:00:00 - Bull Close: 687.0
MFIL,2024-03-28,MFIL - 2024-03-28 00:00:00 - Bull Close: 507.5
SADBL,2024-03-28,SADBL - 2024-03-28 00:00:00 - Bull Close: 298.9
GVL,2024-03-28,GVL - 2024-03-28 00:00:00 - Bull Close: 423.9
UNL,2024-03-28,UNL - 2024-03-28 00:00:00 - Bear Close: 39800.1
SAHAS,2024-03-27,SAHAS - 2024-03-27 00:00:00 - Bull Close: 520.0
JBBL,2024-03-27,JBBL - 2024-03-27 00:00:00 - Bull Close: 292.9
TSHL,2024-03-27,TSHL - 2024-03-27 00:00:00 - Bear Close: 538.0
NICLBSL,2024-03-27,NICLBSL - 2024-03-27 00:00:00 - Bear Close: 601.0
IGI,2024-03-27,IGI - 2024-03-27 00:00:00 - Bull Close: 536.8
MHNL,2024-03-26,MHNL - 2024-03-26 00:00:00 - Bull Close: 242.0
NONLIFEINSU,2024-03-25,NONLIFEINSU - 2024-03-25 00:00:00 - Bull Close: 10581.91
FLOAT,2024-03-25,FLOAT - 2024-03-25 00:00:00 - Bull Close: 137.72
NCCD86,2024-03-25,NCCD86 - 2024-03-25 00:00:00 - Bear Close: 960.9
HRL,2024-03-25,HRL - 2024-03-25 00:00:00 - Bull Close: 608.9
UNL,2024-03-21,UNL - 2024-03-21 00:00:00 - Bull Close: 39000.0
SSHL,2024-03-21,SSHL - 2024-03-21 00:00:00 - Bull Close: 164.5
MFIL,2024-03-20,MFIL - 2024-03-20 00:00:00 - Bear Close: 524.0
BARUN,2024-03-20,BARUN - 2024-03-20 00:00:00 - Bull Close: 245.0
JBLB,2024-03-20,JBLB - 2024-03-20 00:00:00 - Bear Close: 1400.0
SWBBL,2024-03-20,SWBBL - 2024-03-20 00:00:00 - Bear Close: 789.0
BPCL,2024-03-20,BPCL - 2024-03-20 00:00:00 - Bull Close: 306.1
ALBSL,2024-03-20,ALBSL - 2024-03-20 00:00:00 - Bear Close: 747.0
NONLIFEINSU,2024-03-19,NONLIFEINSU - 2024-03-19 00:00:00 - Bear Close: 10754.67
NHPC,2024-03-19,NHPC - 2024-03-19 00:00:00 - Bull Close: 156.1
GILB,2024-03-19,GILB - 2024-03-19 00:00:00 - Bear Close: 936.0
HDHPC,2024-03-19,HDHPC - 2024-03-19 00:00:00 - Bull Close: 140.5
UPCL,2024-03-19,UPCL - 2024-03-19 00:00:00 - Bull Close: 215.0
LEC,2024-03-19,LEC - 2024-03-19 00:00:00 - Bull Close: 187.0
MDB,2024-03-18,MDB - 2024-03-18 00:00:00 - Bear Close: 435.0
TRADING,2024-03-18,TRADING - 2024-03-18 00:00:00 - Bear Close: 2854.87
RADHI,2024-03-18,RADHI - 2024-03-18 00:00:00 - Bull Close: 247.2
CLI,2024-03-18,CLI - 2024-03-18 00:00:00 - Bear Close: 469.0
FLOAT,2024-03-18,FLOAT - 2024-03-18 00:00:00 - Bear Close: 140.99
SADBL,2024-03-18,SADBL - 2024-03-18 00:00:00 - Bear Close: 313.4
JBBL,2024-03-18,JBBL - 2024-03-18 00:00:00 - Bear Close: 306.0
NUBL,2024-03-18,NUBL - 2024-03-18 00:00:00 - Bear Close: 660.0
VLBS,2024-03-17,VLBS - 2024-03-17 00:00:00 - Bear Close: 649.0
HLBSL,2024-03-17,HLBSL - 2024-03-17 00:00:00 - Bear Close: 632.0
NMBMF,2024-03-17,NMBMF - 2024-03-17 00:00:00 - Bear Close: 553.0
MLBL,2024-03-17,MLBL - 2024-03-17 00:00:00 - Bear Close: 333.0
SGIC,2024-03-17,SGIC - 2024-03-17 00:00:00 - Bear Close: 545.0
SMATA,2024-03-14,SMATA - 2024-03-14 00:00:00 - Bear Close: 670.0
SLBBL,2024-03-14,SLBBL - 2024-03-14 00:00:00 - Bear Close: 665.1
GMFIL,2024-03-14,GMFIL - 2024-03-14 00:00:00 - Bear Close: 370.9
DDBL,2024-03-14,DDBL - 2024-03-14 00:00:00 - Bear Close: 780.0
TSHL,2024-03-14,TSHL - 2024-03-14 00:00:00 - Bull Close: 488.1
SABSL,2024-03-14,SABSL - 2024-03-14 00:00:00 - Bear Close: 685.0
JALPA,2024-03-14,JALPA - 2024-03-14 00:00:00 - Bear Close: 1250.0
RSDC,2024-03-13,RSDC - 2024-03-13 00:00:00 - Bear Close: 582.0
NEPSE,2024-03-13,NEPSE - 2024-03-13 00:00:00 - Bear Close: 2108.72
NESDO,2024-03-13,NESDO - 2024-03-13 00:00:00 - Bear Close: 1818.0
SDLBSL,2024-03-13,SDLBSL - 2024-03-13 00:00:00 - Bear Close: 660.0
DEVBANK,2024-03-13,DEVBANK - 2024-03-13 00:00:00 - Bear Close: 4076.23
MERO,2024-03-13,MERO - 2024-03-13 00:00:00 - Bear Close: 590.0
AVYAN,2024-03-13,AVYAN - 2024-03-13 00:00:00 - Bear Close: 649.0
PROFL,2024-03-13,PROFL - 2024-03-13 00:00:00 - Bear Close: 329.6
SHIVM,2024-03-13,SHIVM - 2024-03-13 00:00:00 - Bear Close: 548.1
HDHPC,2024-03-13,HDHPC - 2024-03-13 00:00:00 - Bear Close: 145.8
CFCL,2024-03-13,CFCL - 2024-03-13 00:00:00 - Bear Close: 356.0
NICAD8283,2024-03-12,NICAD8283 - 2024-03-12 00:00:00 - Bear Close: 1060.0
IGI,2024-03-12,IGI - 2024-03-12 00:00:00 - Bear Close: 569.0
RLFL,2024-03-12,RLFL - 2024-03-12 00:00:00 - Bear Close: 371.0
MLBS,2024-03-12,MLBS - 2024-03-12 00:00:00 - Bear Close: 785.0
NMFBS,2024-03-12,NMFBS - 2024-03-12 00:00:00 - Bear Close: 1220.0
BPCL,2024-03-12,BPCL - 2024-03-12 00:00:00 - Bear Close: 316.0
NADEP,2024-03-12,NADEP - 2024-03-12 00:00:00 - Bear Close: 610.6
JSLBB,2024-03-12,JSLBB - 2024-03-12 00:00:00 - Bear Close: 995.5
NHPC,2024-03-12,NHPC - 2024-03-12 00:00:00 - Bear Close: 165.0
SMFBS,2024-03-12,SMFBS - 2024-03-12 00:00:00 - Bear Close: 1017.5
SMB,2024-03-10,SMB - 2024-03-10 00:00:00 - Bear Close: 1050.0
WNLB,2024-03-10,WNLB - 2024-03-10 00:00:00 - Bear Close: 869.0
ULBSL,2024-03-10,ULBSL - 2024-03-10 00:00:00 - Bear Close: 1169.5
MSLB,2024-03-10,MSLB - 2024-03-10 00:00:00 - Bear Close: 938.0
WNLB,2024-03-06,WNLB - 2024-03-06 00:00:00 - Bull Close: 773.0
MSLB,2024-03-06,MSLB - 2024-03-06 00:00:00 - Bull Close: 829.8
GCIL,2024-03-06,GCIL - 2024-03-06 00:00:00 - Bear Close: 544.9
MHL,2024-03-04,MHL - 2024-03-04 00:00:00 - Bull Close: 387.2
RLFL,2024-03-03,RLFL - 2024-03-03 00:00:00 - Bull Close: 340.0
BBC,2024-03-03,BBC - 2024-03-03 00:00:00 - Bear Close: 4000.0
PROFL,2024-03-03,PROFL - 2024-03-03 00:00:00 - Bull Close: 301.0
IGI,2024-03-03,IGI - 2024-03-03 00:00:00 - Bull Close: 518.7
RHPL,2024-03-03,RHPL - 2024-03-03 00:00:00 - Bull Close: 269.0
DEVBANK,2024-03-03,DEVBANK - 2024-03-03 00:00:00 - Bull Close: 3801.69
HDHPC,2024-02-29,HDHPC - 2024-02-29 00:00:00 - Bull Close: 135.1
SJCL,2024-02-29,SJCL - 2024-02-29 00:00:00 - Bull Close: 271.8
MLBL,2024-02-29,MLBL - 2024-02-29 00:00:00 - Bull Close: 315.2
NCCD86,2024-02-29,NCCD86 - 2024-02-29 00:00:00 - Bull Close: 907.0
SHPC,2024-02-29,SHPC - 2024-02-29 00:00:00 - Bull Close: 337.0
SDLBSL,2024-02-29,SDLBSL - 2024-02-29 00:00:00 - Bull Close: 583.0
UMRH,2024-02-29,UMRH - 2024-02-29 00:00:00 - Bull Close: 347.1
NHPC,2024-02-29,NHPC - 2024-02-29 00:00:00 - Bull Close: 150.0
PRIN,2024-02-29,PRIN - 2024-02-29 00:00:00 - Bull Close: 761.0
NEPSE,2024-02-28,NEPSE - 2024-02-28 00:00:00 - Bull Close: 2000.77
GHL,2024-02-28,GHL - 2024-02-28 00:00:00 - Bull Close: 149.0
NIFRA,2024-02-28,NIFRA - 2024-02-28 00:00:00 - Bull Close: 206.7
CFCL,2024-02-28,CFCL - 2024-02-28 00:00:00 - Bull Close: 335.0
API,2024-02-28,API - 2024-02-28 00:00:00 - Bull Close: 179.1
GMFIL,2024-02-28,GMFIL - 2024-02-28 00:00:00 - Bull Close: 352.0
JBBL,2024-02-27,JBBL - 2024-02-27 00:00:00 - Bull Close: 293.0
DDBL,2024-02-27,DDBL - 2024-02-27 00:00:00 - Bull Close: 743.0
PCBL,2024-02-27,PCBL - 2024-02-27 00:00:00 - Bull Close: 192.6
FLOAT,2024-02-26,FLOAT - 2024-02-26 00:00:00 - Bull Close: 135.57
SLBBL,2024-02-26,SLBBL - 2024-02-26 00:00:00 - Bull Close: 570.5
SABSL,2024-02-26,SABSL - 2024-02-26 00:00:00 - Bull Close: 590.1
EBL,2024-02-26,EBL - 2024-02-26 00:00:00 - Bull Close: 502.0
HIDCL,2024-02-26,HIDCL - 2024-02-26 00:00:00 - Bull Close: 171.5
SMB,2024-02-26,SMB - 2024-02-26 00:00:00 - Bull Close: 946.9
NMFBS,2024-02-26,NMFBS - 2024-02-26 00:00:00 - Bull Close: 1081.2
NUBL,2024-02-26,NUBL - 2024-02-26 00:00:00 - Bull Close: 605.0
BPW,2024-02-26,BPW - 2024-02-26 00:00:00 - Bull Close: 1049.0
BPCL,2024-02-25,BPCL - 2024-02-25 00:00:00 - Bull Close: 300.5
AKPL,2024-02-25,AKPL - 2024-02-25 00:00:00 - Bull Close: 175.0
SADBL,2024-02-25,SADBL - 2024-02-25 00:00:00 - Bull Close: 292.2
NADEP,2024-02-25,NADEP - 2024-02-25 00:00:00 - Bull Close: 508.0
MDB,2024-02-25,MDB - 2024-02-25 00:00:00 - Bull Close: 392.5
GLH,2024-02-25,GLH - 2024-02-25 00:00:00 - Bull Close: 212.0
SHL,2024-02-25,SHL - 2024-02-25 00:00:00 - Bull Close: 433.0
RSDC,2024-02-22,RSDC - 2024-02-22 00:00:00 - Bull Close: 525.0
SCB,2024-02-22,SCB - 2024-02-22 00:00:00 - Bull Close: 513.1
LBBL,2024-02-22,LBBL - 2024-02-22 00:00:00 - Bull Close: 387.0
NONLIFEINSU,2024-02-22,NONLIFEINSU - 2024-02-22 00:00:00 - Bull Close: 10356.04
ALBSL,2024-02-22,ALBSL - 2024-02-22 00:00:00 - Bull Close: 662.0
VLBS,2024-02-22,VLBS - 2024-02-22 00:00:00 - Bull Close: 604.8
BNT,2024-02-22,BNT - 2024-02-22 00:00:00 - Bear Close: 13950.0
MERO,2024-02-22,MERO - 2024-02-22 00:00:00 - Bull Close: 538.0
NMBMF,2024-02-21,NMBMF - 2024-02-21 00:00:00 - Bull Close: 510.0
MLBS,2024-02-21,MLBS - 2024-02-21 00:00:00 - Bull Close: 666.0
SGIC,2024-02-21,SGIC - 2024-02-21 00:00:00 - Bull Close: 512.0
JALPA,2024-02-21,JALPA - 2024-02-21 00:00:00 - Bull Close: 1089.9
SHINE,2024-02-21,SHINE - 2024-02-21 00:00:00 - Bull Close: 380.0
OHL,2024-02-21,OHL - 2024-02-21 00:00:00 - Bull Close: 770.0
ALICL,2024-02-21,ALICL - 2024-02-21 00:00:00 - Bull Close: 604.7
CITY,2024-02-21,CITY - 2024-02-21 00:00:00 - Bull Close: 603.0
GCIL,2024-02-21,GCIL - 2024-02-21 00:00:00 - Bull Close: 473.8
RIDI,2024-02-20,RIDI - 2024-02-20 00:00:00 - Bull Close: 201.9
HEI,2024-02-20,HEI - 2024-02-20 00:00:00 - Bull Close: 570.5
HLBSL,2024-02-18,HLBSL - 2024-02-18 00:00:00 - Bull Close: 584.1
CLI,2024-02-18,CLI - 2024-02-18 00:00:00 - Bull Close: 441.0
HOTELS,2024-02-18,HOTELS - 2024-02-18 00:00:00 - Bull Close: 5263.52
NLBBL,2024-02-15,NLBBL - 2024-02-15 00:00:00 - Bull Close: 560.0
SHEL,2024-02-15,SHEL - 2024-02-15 00:00:00 - Bull Close: 240.0
ULBSL,2024-02-14,ULBSL - 2024-02-14 00:00:00 - Bull Close: 1100.0
SENSITIVE,2024-02-14,SENSITIVE - 2024-02-14 00:00:00 - Bull Close: 372.27
TRADING,2024-02-14,TRADING - 2024-02-14 00:00:00 - Bull Close: 2798.61
TRH,2024-02-14,TRH - 2024-02-14 00:00:00 - Bull Close: 793.9
NESDO,2024-02-14,NESDO - 2024-02-14 00:00:00 - Bull Close: 1606.0
SWBBL,2024-02-14,SWBBL - 2024-02-14 00:00:00 - Bull Close: 750.0
STC,2024-02-14,STC - 2024-02-14 00:00:00 - Bull Close: 5185.0
GILB,2024-02-13,GILB - 2024-02-13 00:00:00 - Bull Close: 830.0
UAIL,2024-02-13,UAIL - 2024-02-13 00:00:00 - Bull Close: 558.0
CHDC,2024-02-12,CHDC - 2024-02-12 00:00:00 - Bull Close: 988.9
MMFDB,2024-02-12,MMFDB - 2024-02-12 00:00:00 - Bull Close: 567.0
RBCL,2024-02-11,RBCL - 2024-02-11 00:00:00 - Bull Close: 13900.0
AHPC,2024-02-07,AHPC - 2024-02-07 00:00:00 - Bull Close: 207.6
SMATA,2024-02-07,SMATA - 2024-02-07 00:00:00 - Bull Close: 616.0
KDL,2024-02-06,KDL - 2024-02-06 00:00:00 - Bull Close: 820.0
BBC,2024-02-06,BBC - 2024-02-06 00:00:00 - Bull Close: 3686.1
RNLI,2024-02-06,RNLI - 2024-02-06 00:00:00 - Bull Close: 451.0
LIFEINSU,2024-02-05,LIFEINSU - 2024-02-05 00:00:00 - Bull Close: 10466.27
MLBSL,2024-02-05,MLBSL - 2024-02-05 00:00:00 - Bull Close: 1698.0
NLICL,2024-02-05,NLICL - 2024-02-05 00:00:00 - Bull Close: 571.3
JSLBB,2024-02-05,JSLBB - 2024-02-05 00:00:00 - Bull Close: 869.9
FMDBL,2024-02-05,FMDBL - 2024-02-05 00:00:00 - Bull Close: 618.0
SALICO,2024-02-04,SALICO - 2024-02-04 00:00:00 - Bull Close: 678.0
AVYAN,2024-02-04,AVYAN - 2024-02-04 00:00:00 - Bull Close: 597.5
GBBL,2024-02-01,GBBL - 2024-02-01 00:00:00 - Bull Close: 371.5
HBL,2024-02-01,HBL - 2024-02-01 00:00:00 - Bull Close: 200.0
CHCL,2024-02-01,CHCL - 2024-02-01 00:00:00 - Bull Close: 491.0
NICLBSL,2024-02-01,NICLBSL - 2024-02-01 00:00:00 - Bull Close: 590.0
MFIL,2024-02-01,MFIL - 2024-02-01 00:00:00 - Bull Close: 513.0
SHEL,2024-01-30,SHEL - 2024-01-30 00:00:00 - Bear Close: 263.0
BBC,2024-01-30,BBC - 2024-01-30 00:00:00 - Bear Close: 3959.0
CZBIL,2024-01-30,CZBIL - 2024-01-30 00:00:00 - Bull Close: 170.0
RURU,2024-01-29,RURU - 2024-01-29 00:00:00 - Bull Close: 721.0
SJLIC,2024-01-29,SJLIC - 2024-01-29 00:00:00 - Bull Close: 520.0
LICN,2024-01-29,LICN - 2024-01-29 00:00:00 - Bull Close: 1409.0
SHEL,2024-01-28,SHEL - 2024-01-28 00:00:00 - Bull Close: 246.0
KBL,2024-01-28,KBL - 2024-01-28 00:00:00 - Bull Close: 153.0
PRVU,2024-01-28,PRVU - 2024-01-28 00:00:00 - Bull Close: 156.7
BBC,2024-01-28,BBC - 2024-01-28 00:00:00 - Bull Close: 3674.0
SBIBD86,2024-01-25,SBIBD86 - 2024-01-25 00:00:00 - Bear Close: 979.0
SHIVM,2024-01-25,SHIVM - 2024-01-25 00:00:00 - Bull Close: 502.0
JBLB,2024-01-25,JBLB - 2024-01-25 00:00:00 - Bull Close: 1350.0
SBL,2024-01-24,SBL - 2024-01-24 00:00:00 - Bull Close: 238.8
ENL,2024-01-24,ENL - 2024-01-24 00:00:00 - Bull Close: 825.0
SANIMA,2024-01-24,SANIMA - 2024-01-24 00:00:00 - Bull Close: 249.0
NIMB,2024-01-23,NIMB - 2024-01-23 00:00:00 - Bull Close: 174.0
GBIME,2024-01-23,GBIME - 2024-01-23 00:00:00 - Bull Close: 198.0
SICL,2024-01-23,SICL - 2024-01-23 00:00:00 - Bull Close: 730.0
ANLB,2024-01-23,ANLB - 2024-01-23 00:00:00 - Bear Close: 1825.2
NICAD8283,2024-01-22,NICAD8283 - 2024-01-22 00:00:00 - Bull Close: 1015.0
SRLI,2024-01-22,SRLI - 2024-01-22 00:00:00 - Bull Close: 460.0
HLI,2024-01-22,HLI - 2024-01-22 00:00:00 - Bull Close: 412.8
MNBBL,2024-01-21,MNBBL - 2024-01-21 00:00:00 - Bull Close: 379.6
SCB,2024-01-21,SCB - 2024-01-21 00:00:00 - Bear Close: 535.0
RURU,2024-01-18,RURU - 2024-01-18 00:00:00 - Bear Close: 744.9
ULBSL,2024-01-18,ULBSL - 2024-01-18 00:00:00 - Bear Close: 1193.0
AVYAN,2024-01-17,AVYAN - 2024-01-17 00:00:00 - Bear Close: 644.0
SWBBL,2024-01-17,SWBBL - 2024-01-17 00:00:00 - Bear Close: 796.0
CYCL,2024-01-17,CYCL - 2024-01-17 00:00:00 - Bear Close: 1198.0
HLBSL,2024-01-17,HLBSL - 2024-01-17 00:00:00 - Bear Close: 654.0
GBIME,2024-01-17,GBIME - 2024-01-17 00:00:00 - Bear Close: 208.5
NIMB,2024-01-17,NIMB - 2024-01-17 00:00:00 - Bear Close: 184.5
SMATA,2024-01-16,SMATA - 2024-01-16 00:00:00 - Bear Close: 671.4
SANIMA,2024-01-16,SANIMA - 2024-01-16 00:00:00 - Bear Close: 265.5
BPCL,2024-01-16,BPCL - 2024-01-16 00:00:00 - Bear Close: 341.0
MMFDB,2024-01-14,MMFDB - 2024-01-14 00:00:00 - Bear Close: 624.0
MDB,2024-01-14,MDB - 2024-01-14 00:00:00 - Bear Close: 415.0
GILB,2024-01-14,GILB - 2024-01-14 00:00:00 - Bear Close: 900.0
RSDC,2024-01-11,RSDC - 2024-01-11 00:00:00 - Bear Close: 561.0
SLBBL,2024-01-11,SLBBL - 2024-01-11 00:00:00 - Bear Close: 640.0
JSLBB,2024-01-10,JSLBB - 2024-01-10 00:00:00 - Bear Close: 917.0
AKPL,2024-01-10,AKPL - 2024-01-10 00:00:00 - Bear Close: 182.4
SKBBL,2024-01-10,SKBBL - 2024-01-10 00:00:00 - Bull Close: 880.0
JALPA,2024-01-10,JALPA - 2024-01-10 00:00:00 - Bear Close: 1160.0
NESDO,2024-01-10,NESDO - 2024-01-10 00:00:00 - Bear Close: 1745.0
GHL,2024-01-10,GHL - 2024-01-10 00:00:00 - Bear Close: 160.0
FMDBL,2024-01-10,FMDBL - 2024-01-10 00:00:00 - Bear Close: 640.0
LSL,2024-01-09,LSL - 2024-01-09 00:00:00 - Bull Close: 173.6
JSLBB,2024-01-08,JSLBB - 2024-01-08 00:00:00 - Bull Close: 859.0
BPCL,2024-01-07,BPCL - 2024-01-07 00:00:00 - Bull Close: 299.5
NIMB,2024-01-07,NIMB - 2024-01-07 00:00:00 - Bull Close: 172.4
NLIC,2024-01-07,NLIC - 2024-01-07 00:00:00 - Bull Close: 635.0
FMDBL,2024-01-07,FMDBL - 2024-01-07 00:00:00 - Bull Close: 605.0
UMRH,2024-01-04,UMRH - 2024-01-04 00:00:00 - Bear Close: 402.5
PPCL,2024-01-04,PPCL - 2024-01-04 00:00:00 - Bear Close: 231.0
SLBBL,2024-01-04,SLBBL - 2024-01-04 00:00:00 - Bull Close: 610.0
JSLBB,2024-01-04,JSLBB - 2024-01-04 00:00:00 - Bear Close: 886.4
ADBL,2024-01-03,ADBL - 2024-01-03 00:00:00 - Bull Close: 246.9
NRN,2024-01-02,NRN - 2024-01-02 00:00:00 - Bear Close: 470.0
PPCL,2024-01-02,PPCL - 2024-01-02 00:00:00 - Bull Close: 217.0
SLBSL,2024-01-01,SLBSL - 2024-01-01 00:00:00 - Bear Close: 779.0
MDB,2024-01-01,MDB - 2024-01-01 00:00:00 - Bull Close: 381.8
ALBSL,2023-12-28,ALBSL - 2023-12-28 00:00:00 - Bear Close: 697.8
ULHC,2023-12-28,ULHC - 2023-12-28 00:00:00 - Bear Close: 296.5
SPL,2023-12-28,SPL - 2023-12-28 00:00:00 - Bull Close: 693.0
MKLB,2023-12-27,MKLB - 2023-12-27 00:00:00 - Bear Close: 630.0
SPHL,2023-12-27,SPHL - 2023-12-27 00:00:00 - Bear Close: 489.0
SMATA,2023-12-24,SMATA - 2023-12-24 00:00:00 - Bull Close: 615.5
CHDC,2023-12-24,CHDC - 2023-12-24 00:00:00 - Bear Close: 978.0
NMFBS,2023-12-24,NMFBS - 2023-12-24 00:00:00 - Bear Close: 1143.0
UNLB,2023-12-24,UNLB - 2023-12-24 00:00:00 - Bear Close: 1116.6
SLBBL,2023-12-24,SLBBL - 2023-12-24 00:00:00 - Bear Close: 675.0
USLB,2023-12-21,USLB - 2023-12-21 00:00:00 - Bear Close: 792.0
ADBL,2023-12-21,ADBL - 2023-12-21 00:00:00 - Bear Close: 256.0
SDLBSL,2023-12-21,SDLBSL - 2023-12-21 00:00:00 - Bear Close: 627.1
MLBSL,2023-12-21,MLBSL - 2023-12-21 00:00:00 - Bear Close: 1900.0
EBL,2023-12-21,EBL - 2023-12-21 00:00:00 - Bear Close: 530.1
LEC,2023-12-21,LEC - 2023-12-21 00:00:00 - Bear Close: 189.0
PPCL,2023-12-21,PPCL - 2023-12-21 00:00:00 - Bear Close: 234.8
SMH,2023-12-21,SMH - 2023-12-21 00:00:00 - Bear Close: 603.0
API,2023-12-20,API - 2023-12-20 00:00:00 - Bear Close: 192.3
CZBIL,2023-12-20,CZBIL - 2023-12-20 00:00:00 - Bear Close: 188.0
SABSL,2023-12-20,SABSL - 2023-12-20 00:00:00 - Bear Close: 668.0
ILBS,2023-12-20,ILBS - 2023-12-20 00:00:00 - Bear Close: 680.0
JBLB,2023-12-20,JBLB - 2023-12-20 00:00:00 - Bear Close: 1560.0
MLBBL,2023-12-20,MLBBL - 2023-12-20 00:00:00 - Bear Close: 865.0
MERO,2023-12-20,MERO - 2023-12-20 00:00:00 - Bear Close: 630.0
NLBBL,2023-12-20,NLBBL - 2023-12-20 00:00:00 - Bear Close: 660.0
SMATA,2023-12-20,SMATA - 2023-12-20 00:00:00 - Bear Close: 666.0
SMB,2023-12-20,SMB - 2023-12-20 00:00:00 - Bear Close: 1074.0
SBL,2023-12-20,SBL - 2023-12-20 00:00:00 - Bear Close: 268.0
NICLBSL,2023-12-20,NICLBSL - 2023-12-20 00:00:00 - Bear Close: 664.0
GLBSL,2023-12-20,GLBSL - 2023-12-20 00:00:00 - Bear Close: 741.0
SWMF,2023-12-19,SWMF - 2023-12-19 00:00:00 - Bear Close: 681.0
WNLB,2023-12-19,WNLB - 2023-12-19 00:00:00 - Bear Close: 815.0
FMDBL,2023-12-19,FMDBL - 2023-12-19 00:00:00 - Bear Close: 700.0
HPPL,2023-12-19,HPPL - 2023-12-19 00:00:00 - Bear Close: 243.0
LLBS,2023-12-19,LLBS - 2023-12-19 00:00:00 - Bear Close: 737.0
NLIC,2023-12-19,NLIC - 2023-12-19 00:00:00 - Bear Close: 689.0
NUBL,2023-12-19,NUBL - 2023-12-19 00:00:00 - Bear Close: 660.0
RIDI,2023-12-19,RIDI - 2023-12-19 00:00:00 - Bear Close: 231.0
NADEP,2023-12-19,NADEP - 2023-12-19 00:00:00 - Bear Close: 551.0
PROFL,2023-12-19,PROFL - 2023-12-19 00:00:00 - Bear Close: 334.8
ACLBSL,2023-12-19,ACLBSL - 2023-12-19 00:00:00 - Bear Close: 616.0
KBL,2023-12-19,KBL - 2023-12-19 00:00:00 - Bear Close: 168.0
GCIL,2023-12-19,GCIL - 2023-12-19 00:00:00 - Bear Close: 550.0
SHIVM,2023-12-19,SHIVM - 2023-12-19 00:00:00 - Bear Close: 594.0
PFL,2023-12-18,PFL - 2023-12-18 00:00:00 - Bear Close: 370.9
SENSITIVE,2023-12-18,SENSITIVE - 2023-12-18 00:00:00 - Bear Close: 390.63
NRIC,2023-12-18,NRIC - 2023-12-18 00:00:00 - Bear Close: 703.0
SGIC,2023-12-18,SGIC - 2023-12-18 00:00:00 - Bear Close: 544.0
PHCL,2023-12-18,PHCL - 2023-12-18 00:00:00 - Bear Close: 297.0
SSHL,2023-12-18,SSHL - 2023-12-18 00:00:00 - Bear Close: 172.0
KBSH,2023-12-18,KBSH - 2023-12-18 00:00:00 - Bear Close: 823.0
NABBC,2023-12-18,NABBC - 2023-12-18 00:00:00 - Bear Close: 406.7
JBBL,2023-12-18,JBBL - 2023-12-18 00:00:00 - Bear Close: 321.9
NEPSE,2023-12-18,NEPSE - 2023-12-18 00:00:00 - Bear Close: 2060.49
JFL,2023-12-18,JFL - 2023-12-18 00:00:00 - Bear Close: 385.0
RHPL,2023-12-18,RHPL - 2023-12-18 00:00:00 - Bear Close: 287.7
SJLIC,2023-12-18,SJLIC - 2023-12-18 00:00:00 - Bear Close: 579.7
RBCL,2023-12-18,RBCL - 2023-12-18 00:00:00 - Bear Close: 14388.0
KMCDB,2023-12-18,KMCDB - 2023-12-18 00:00:00 - Bear Close: 658.0
FLOAT,2023-12-18,FLOAT - 2023-12-18 00:00:00 - Bear Close: 141.86
SADBL,2023-12-18,SADBL - 2023-12-18 00:00:00 - Bear Close: 330.0
DDBL,2023-12-18,DDBL - 2023-12-18 00:00:00 - Bear Close: 822.0
KLBSL,2023-12-18,KLBSL - 2023-12-18 00:00:00 - Bear Close: 845.0
BHPL,2023-12-18,BHPL - 2023-12-18 00:00:00 - Bear Close: 451.0
RHGCL,2023-12-17,RHGCL - 2023-12-17 00:00:00 - Bear Close: 250.3
NGPL,2023-12-17,NGPL - 2023-12-17 00:00:00 - Bear Close: 228.0
HBL,2023-12-17,HBL - 2023-12-17 00:00:00 - Bear Close: 206.0
AHPC,2023-12-17,AHPC - 2023-12-17 00:00:00 - Bear Close: 237.0
MSLB,2023-12-17,MSLB - 2023-12-17 00:00:00 - Bear Close: 840.0
HIDCL,2023-12-17,HIDCL - 2023-12-17 00:00:00 - Bear Close: 182.1
MPFL,2023-12-17,MPFL - 2023-12-17 00:00:00 - Bear Close: 322.0
MNBBL,2023-12-17,MNBBL - 2023-12-17 00:00:00 - Bear Close: 401.0
GLH,2023-12-17,GLH - 2023-12-17 00:00:00 - Bear Close: 249.2
PPL,2023-12-17,PPL - 2023-12-17 00:00:00 - Bear Close: 272.5
BARUN,2023-12-17,BARUN - 2023-12-17 00:00:00 - Bear Close: 242.0
HDHPC,2023-12-17,HDHPC - 2023-12-17 00:00:00 - Bear Close: 146.0
NHPC,2023-12-17,NHPC - 2023-12-17 00:00:00 - Bear Close: 169.0
TRADING,2023-12-17,TRADING - 2023-12-17 00:00:00 - Bear Close: 2833.13
NIFRA,2023-12-17,NIFRA - 2023-12-17 00:00:00 - Bear Close: 211.0
UHEWA,2023-12-17,UHEWA - 2023-12-17 00:00:00 - Bear Close: 343.3
CITY,2023-12-17,CITY - 2023-12-17 00:00:00 - Bear Close: 627.9
ALICL,2023-12-17,ALICL - 2023-12-17 00:00:00 - Bear Close: 680.9
SPC,2023-12-17,SPC - 2023-12-17 00:00:00 - Bear Close: 411.0
BHL,2023-12-17,BHL - 2023-12-17 00:00:00 - Bear Close: 260.7
MHNL,2023-12-17,MHNL - 2023-12-17 00:00:00 - Bear Close: 225.5
KPCL,2023-12-17,KPCL - 2023-12-17 00:00:00 - Bear Close: 348.0
